PO_ID,PO_Date,Invoice_Date,Payment_Date,Category,Item_Description,Supplier_Name,Business_Unit,Quantity,Unit_Price,Total_Cost,Contract_Flag,PO_Year,PO_Month,PO_Quarter
PO-00172,2023-07-17,2023-07-28,2023-09-06,Professional Services,Professional Services - Item 279,FinanceWise Advisory,Sales,1,15728.45,15728.45,N,2023,7,Q3
PO-00173,2024-02-20,2024-03-04,2024-03-06,Facilities,Facilities - Item 492,BuildRight Maintenance,Sales,9,1614.02,14526.18,Y,2024,2,Q1
PO-00174,2023-08-30,2023-09-07,2023-09-17,Logistics,Logistics - Item 576,FreightMaster Inc,HR,17,5538.98,94162.66,Y,2023,8,Q3
PO-00175,2023-11-11,2023-11-27,2023-12-14,Raw Materials,Raw Materials - Item 729,NorthStar Composites,Supply Chain,45,827.15,37221.75,Y,2023,11,Q4
PO-00176,2023-08-15,2023-08-26,2023-10-03,Raw Materials,Raw Materials - Item 880,SteelCore Industries,Marketing,27,4066.1,109784.7,N,2023,8,Q3
PO-00177,2023-09-11,2023-09-22,2023-09-29,IT & Software,IT & Software - Item 686,SoftEdge Inc,HR,24,1042.63,25023.12,Y,2023,9,Q3
PO-00178,2023-06-03,2023-06-22,2023-06-21,Raw Materials,Raw Materials - Item 235,AlphaMetals Ltd,Sales,32,681.98,21823.36,N,2023,6,Q2
PO-00179,2024-06-09,2024-06-16,2024-07-07,Logistics,Logistics - Item 146,CrossBorder Express,Sales,2,3560.75,7121.5,Y,2024,6,Q2
PO-00180,2024-03-09,2024-03-27,2024-04-01,MRO,MRO - Item 483,MechSupply Ltd,Supply Chain,31,94.27,2922.37,Y,2024,3,Q1
PO-00181,2024-01-27,2024-02-06,2024-02-18,Logistics,Logistics - Item 650,FreightMaster Inc,Operations,35,1419.43,49680.05,N,2024,1,Q1
PO-00182,2024-02-07,2024-02-24,2024-03-20,Logistics,Logistics - Item 943,SwiftLogistics Group,Operations,20,4710.56,94211.2,Y,2024,2,Q1
PO-00183,2023-08-24,2023-08-29,2023-10-17,MRO,MRO - Item 346,Industrial Direct,Supply Chain,8,99.81,798.48,Y,2023,8,Q3
PO-00184,2023-07-31,2023-08-11,2023-08-29,Raw Materials,Raw Materials - Item 872,AlphaMetals Ltd,Sales,16,4092.69,65483.04,N,2023,7,Q3
PO-00185,2023-02-27,2023-03-11,2023-04-03,Raw Materials,Raw Materials - Item 409,SteelCore Industries,Supply Chain,37,3162.2,117001.4,Y,2023,2,Q1
PO-00186,2023-05-27,2023-06-14,2023-07-21,Marketing,Marketing - Item 669,MediaEdge Solutions,Finance,38,14307.96,543702.48,Y,2023,5,Q2
PO-00187,2024-05-22,2024-06-01,2024-06-30,Raw Materials,Raw Materials - Item 872,PrimeChem Solutions,IT,45,2044.13,91985.85,Y,2024,5,Q2
PO-00188,2024-04-29,2024-05-08,2024-06-18,MRO,MRO - Item 497,PrecisionParts Co,Operations,4,946.43,3785.72,Y,2024,4,Q2
PO-00189,2023-09-06,2023-09-23,2023-10-08,MRO,MRO - Item 789,FastTrack MRO,IT,35,1032.51,36137.85,Y,2023,9,Q3
PO-00190,2023-02-10,2023-02-15,2023-03-16,Facilities,Facilities - Item 316,SecureGuard Systems,Marketing,31,763.23,23660.13,N,2023,2,Q1
PO-00191,2023-07-14,2023-07-29,2023-08-13,Marketing,Marketing - Item 894,CreativeWorks Inc,IT,39,10396.31,405456.09,Y,2023,7,Q3
PO-00192,2023-10-17,2023-11-01,2023-12-01,MRO,MRO - Item 308,Industrial Direct,Finance,32,769.66,24629.12,Y,2023,10,Q4
PO-00193,2024-01-15,2024-01-29,2024-02-25,MRO,MRO - Item 256,FreightMaster Inc,Marketing,36,1427.64,51395.04,Y,2024,1,Q1
PO-00194,2023-07-20,2023-08-09,2023-09-04,MRO,MRO - Item 571,SafeGuard Equipment,IT,44,567.88,24986.72,Y,2023,7,Q3
PO-00195,2023-06-22,2023-06-28,2023-08-09,Professional Services,Professional Services - Item 959,Apex Consulting Group,HR,35,21965.93,768807.55,Y,2023,6,Q2
PO-00196,2023-03-18,2023-04-06,2023-04-15,Office Supplies,Office Supplies - Item 482,PrintMaster Co,IT,15,40.28,604.2,N,2023,3,Q1
PO-00197,2023-03-03,2023-03-16,2023-03-19,IT & Software,IT & Software - Item 648,NetSecure Pro,IT,1,6319.25,6319.25,Y,2023,3,Q1
PO-00198,2023-10-21,2023-11-01,2023-11-20,Raw Materials,Raw Materials - Item 734,GlobalMat Corp,Supply Chain,7,4629.1,32403.7,N,2023,10,Q4
PO-00199,2024-06-23,2024-07-07,2024-07-22,MRO,MRO - Item 800,SafeGuard Equipment,Operations,30,954.48,28634.4,N,2024,6,Q2
PO-00200,2023-03-24,2023-04-03,2023-05-22,IT & Software,IT & Software - Item 184,SoftEdge Inc,Operations,36,5922.12,213196.32,Y,2023,3,Q1
PO-00201,2024-05-26,2024-06-15,2024-07-24,Facilities,Facilities - Item 377,BuildRight Maintenance,R&D,34,2616.07,88946.38,N,2024,5,Q2
PO-00202,2023-02-17,2023-02-26,2023-03-17,Office Supplies,Office Supplies - Item 870,OfficeWorld Ltd,HR,12,447.84,5374.08,Y,2023,2,Q1
PO-00203,2024-02-12,2024-02-19,2024-03-06,Office Supplies,Office Supplies - Item 612,DeskPro Supplies,HR,44,434.18,19103.92,N,2024,2,Q1
PO-00204,2023-12-21,2024-01-03,2024-01-06,Raw Materials,Raw Materials - Item 902,EastCoast Polymers,Finance,39,2219.3,86552.7,Y,2023,12,Q4
PO-00205,2024-04-06,2024-04-18,2024-05-09,Logistics,Logistics - Item 830,LocalFreight Co,IT,43,3402.19,146294.17,Y,2024,4,Q2
PO-00206,2023-03-17,2023-04-05,2023-04-20,Raw Materials,Raw Materials - Item 468,GlobalMat Corp,Sales,21,1773.58,37245.18,N,2023,3,Q1
PO-00207,2023-10-04,2023-10-19,2023-10-24,Raw Materials,Raw Materials - Item 984,AlphaMetals Ltd,HR,7,362.85,2539.95,Y,2023,10,Q4
PO-00208,2024-01-30,2024-02-09,2024-03-09,Raw Materials,Raw Materials - Item 242,GlobalMat Corp,Marketing,16,2750.77,44012.32,N,2024,1,Q1
PO-00209,2023-10-03,2023-10-23,2023-11-02,MRO,MRO - Item 708,FastTrack MRO,IT,31,1151.96,35710.76,Y,2023,10,Q4
PO-00210,2023-07-20,2023-08-07,2023-08-25,Logistics,Logistics - Item 935,SwiftLogistics Group,IT,25,7010.48,175262.0,N,2023,7,Q3
PO-00211,2023-05-20,2023-06-09,2023-07-18,MRO,MRO - Item 689,ToolMaster Supply,IT,26,1393.98,36243.48,Y,2023,5,Q2
PO-00212,2023-09-06,2023-09-11,2023-11-03,MRO,MRO - Item 844,SafeGuard Equipment,Finance,13,917.02,11921.26,N,2023,9,Q3
PO-00213,2024-04-17,2024-04-29,2024-05-21,Office Supplies,Office Supplies - Item 358,PrintMaster Co,Supply Chain,27,315.24,8511.48,Y,2024,4,Q2
PO-00214,2023-06-07,2023-06-25,2023-08-05,Professional Services,Professional Services - Item 656,Apex Consulting Group,R&D,26,11982.81,311553.06,Y,2023,6,Q2
PO-00215,2023-02-07,2023-02-23,2023-04-05,Professional Services,Professional Services - Item 270,HRPro Consultants,HR,6,2500.14,15000.84,Y,2023,2,Q1
PO-00216,2023-02-15,2023-02-27,2023-03-16,IT & Software,IT & Software - Item 556,SoftEdge Inc,R&D,28,1251.5,35042.0,Y,2023,2,Q1
PO-00217,2024-01-19,2024-01-27,2024-02-08,MRO,MRO - Item 951,ProParts Inc,IT,2,719.33,1438.66,Y,2024,1,Q1
PO-00218,2023-05-26,2023-06-02,2023-06-30,MRO,MRO - Item 407,SafeGuard Equipment,HR,7,712.31,4986.17,Y,2023,5,Q2
PO-00219,2023-02-15,2023-02-25,2023-04-04,Professional Services,Professional Services - Item 665,FinanceWise Advisory,Sales,11,19529.72,214826.92,N,2023,2,Q1
PO-00220,2023-06-13,2023-06-24,2023-06-29,MRO,MRO - Item 560,ProParts Inc,Marketing,12,965.41,11584.92,N,2023,6,Q2
PO-00221,2024-03-15,2024-03-25,2024-05-03,MRO,MRO - Item 474,FastTrack MRO,Marketing,5,940.3,4701.5,N,2024,3,Q1
PO-00222,2023-11-30,2023-12-08,2024-01-21,Raw Materials,Raw Materials - Item 456,GlobalMat Corp,IT,21,3133.7,65807.7,N,2023,11,Q4
PO-00223,2023-12-27,2024-01-04,2024-01-31,Facilities,Facilities - Item 344,SecureGuard Systems,Marketing,40,1873.84,74953.6,Y,2023,12,Q4
PO-00224,2023-11-09,2023-11-19,2024-01-03,Raw Materials,Raw Materials - Item 668,SteelCore Industries,IT,37,2262.59,83715.83,Y,2023,11,Q4
PO-00225,2023-06-20,2023-07-07,2023-07-17,Logistics,Logistics - Item 675,FreightMaster Inc,IT,23,7605.7,174931.1,Y,2023,6,Q2
PO-00226,2024-06-01,2024-06-15,2024-06-30,IT & Software,IT & Software - Item 133,NetSecure Pro,Marketing,11,982.09,10802.99,Y,2024,6,Q2
PO-00227,2023-10-09,2023-10-22,2023-10-31,MRO,MRO - Item 893,SafeGuard Equipment,HR,32,781.57,25010.24,Y,2023,10,Q4
PO-00228,2024-01-11,2024-01-25,2024-02-10,Logistics,Logistics - Item 995,AirCargo Solutions,IT,28,1160.47,32493.16,Y,2024,1,Q1
PO-00229,2023-02-03,2023-02-19,2023-03-27,Logistics,Logistics - Item 981,AirCargo Solutions,IT,50,6171.4,308570.0,N,2023,2,Q1
PO-00230,2024-03-14,2024-03-29,2024-04-08,Raw Materials,Raw Materials - Item 820,SteelCore Industries,Operations,23,3356.88,77208.24,Y,2024,3,Q1
PO-00231,2023-10-27,2023-11-02,2023-12-07,MRO,MRO - Item 383,PrecisionParts Co,R&D,7,258.94,1812.58,N,2023,10,Q4
PO-00232,2023-05-10,2023-05-23,2023-07-04,Professional Services,Professional Services - Item 742,Apex Consulting Group,Finance,44,8505.39,374237.16,Y,2023,5,Q2
PO-00233,2024-02-29,2024-03-19,2024-04-07,MRO,MRO - Item 599,SafeGuard Equipment,Marketing,48,493.0,23664.0,Y,2024,2,Q1
PO-00234,2023-12-02,2023-12-19,2023-12-21,IT & Software,IT & Software - Item 323,TechBridge Corp,Operations,41,7776.37,318831.17,N,2023,12,Q4
PO-00235,2024-03-15,2024-03-21,2024-04-20,Facilities,Facilities - Item 147,BuildRight Maintenance,Finance,9,1736.7,15630.3,Y,2024,3,Q1
PO-00236,2023-04-12,2023-04-21,2023-05-09,IT & Software,IT & Software - Item 765,CloudTech Systems,Supply Chain,30,114.95,3448.5,Y,2023,4,Q2
PO-00237,2023-11-06,2023-11-23,2023-11-24,Raw Materials,Raw Materials - Item 740,AlphaMetals Ltd,Sales,24,3932.32,94375.68,Y,2023,11,Q4
PO-00238,2023-11-09,2023-11-28,2023-12-08,Professional Services,Professional Services - Item 109,StrategyFirst Partners,Operations,14,9077.99,127091.86,Y,2023,11,Q4
PO-00239,2023-01-09,2023-01-17,2023-01-30,IT & Software,IT & Software - Item 420,InfraCloud Ltd,IT,5,2592.48,12962.4,Y,2023,1,Q1
PO-00240,2024-01-12,2024-01-22,2024-01-27,Facilities,Facilities - Item 550,SecureGuard Systems,Marketing,44,517.41,22766.04,Y,2024,1,Q1
PO-00241,2023-12-26,2024-01-12,2024-01-17,Professional Services,Professional Services - Item 459,Apex Consulting Group,IT,14,2438.11,34133.54,Y,2023,12,Q4
PO-00242,2024-03-15,2024-03-20,2024-05-13,MRO,MRO - Item 968,Industrial Direct,Operations,39,1048.58,40894.62,Y,2024,3,Q1
PO-00243,2023-11-05,2023-11-12,2023-12-21,Raw Materials,Raw Materials - Item 640,SteelCore Industries,IT,16,2828.93,45262.88,Y,2023,11,Q4
PO-00244,2023-01-13,2023-01-20,2023-02-27,Marketing,Marketing - Item 117,BrandBoost Agency,Supply Chain,24,7743.78,185850.72,Y,2023,1,Q1
PO-00245,2023-03-11,2023-03-29,2023-04-21,Raw Materials,Raw Materials - Item 818,NorthStar Composites,R&D,19,3217.81,61138.39,Y,2023,3,Q1
PO-00246,2024-02-16,2024-03-02,2024-03-11,Raw Materials,Raw Materials - Item 500,PrimeChem Solutions,Finance,33,5058.75,166938.75,Y,2024,2,Q1
PO-00247,2023-03-09,2023-03-23,2023-03-27,MRO,MRO - Item 782,MechSupply Ltd,Operations,28,223.08,6246.24,Y,2023,3,Q1
PO-00248,2023-06-29,2023-07-09,2023-07-30,Raw Materials,Raw Materials - Item 480,GlobalMat Corp,Operations,34,2855.71,97094.14,N,2023,6,Q2
PO-00249,2023-05-10,2023-05-23,2023-05-29,Professional Services,Professional Services - Item 829,FinanceWise Advisory,Operations,22,15498.06,340957.32,N,2023,5,Q2
PO-00250,2023-03-20,2023-03-28,2023-05-10,Logistics,Logistics - Item 333,SwiftLogistics Group,Supply Chain,11,2320.19,25522.09,Y,2023,3,Q1
PO-00251,2024-06-05,2024-06-23,2024-06-22,Raw Materials,Raw Materials - Item 329,SteelCore Industries,Operations,10,1408.52,14085.2,Y,2024,6,Q2
PO-00252,2023-11-26,2023-12-08,2023-12-22,MRO,MRO - Item 923,Industrial Direct,Supply Chain,8,840.5,6724.0,Y,2023,11,Q4
PO-00253,2024-06-12,2024-06-28,2024-06-27,Marketing,Marketing - Item 305,BrandBoost Agency,IT,20,5097.61,101952.2,Y,2024,6,Q2
PO-00254,2023-10-26,2023-11-07,2023-12-14,IT & Software,IT & Software - Item 254,NetSecure Pro,IT,32,12634.34,404298.88,Y,2023,10,Q4
PO-00255,2023-01-07,2023-01-24,2023-03-05,Office Supplies,Office Supplies - Item 969,SecureGuard Systems,Finance,1,428.53,428.53,Y,2023,1,Q1
PO-00256,2023-11-11,2023-11-29,2023-12-10,Raw Materials,Raw Materials - Item 817,SteelCore Industries,IT,10,3970.44,39704.4,Y,2023,11,Q4
PO-00257,2024-01-17,2024-01-26,2024-02-28,Logistics,Logistics - Item 342,CrossBorder Express,IT,26,888.08,23090.08,Y,2024,1,Q1
PO-00258,2023-10-26,2023-11-04,2023-11-22,MRO,MRO - Item 898,SafeGuard Equipment,Marketing,21,668.86,14046.06,N,2023,10,Q4
PO-00259,2023-04-22,2023-04-30,2023-05-23,Raw Materials,Raw Materials - Item 192,AlphaMetals Ltd,IT,50,1248.72,62436.0,Y,2023,4,Q2
PO-00260,2023-06-11,2023-06-28,2023-07-18,Professional Services,Professional Services - Item 625,LegalEdge Associates,Sales,21,3535.58,74247.18,Y,2023,6,Q2
PO-00261,2023-02-20,2023-03-11,2023-03-13,IT & Software,IT & Software - Item 204,InfraCloud Ltd,Operations,29,6783.17,196711.93,Y,2023,2,Q1
PO-00262,2023-05-24,2023-05-31,2023-07-19,Raw Materials,Raw Materials - Item 696,GlobalMat Corp,Operations,26,2038.52,53001.52,Y,2023,5,Q2
PO-00263,2023-09-23,2023-10-01,2023-10-29,Office Supplies,Office Supplies - Item 143,PrintMaster Co,Operations,9,58.89,530.01,Y,2023,9,Q3
PO-00264,2024-04-17,2024-04-27,2024-05-15,Raw Materials,Raw Materials - Item 381,AlphaMetals Ltd,Marketing,25,4040.72,101018.0,Y,2024,4,Q2
PO-00265,2023-10-14,2023-10-21,2023-11-01,Logistics,Logistics - Item 386,CrossBorder Express,Sales,32,3507.54,112241.28,N,2023,10,Q4
PO-00266,2024-01-28,2024-02-13,2024-03-28,Raw Materials,Raw Materials - Item 591,EastCoast Polymers,HR,35,4408.28,154289.8,Y,2024,1,Q1
PO-00267,2024-05-11,2024-05-17,2024-06-12,MRO,MRO - Item 928,Industrial Direct,Finance,39,396.67,15470.13,Y,2024,5,Q2
PO-00268,2024-04-28,2024-05-10,2024-05-16,Logistics,Logistics - Item 689,QuickShip Ltd,R&D,43,2171.41,93370.63,Y,2024,4,Q2
PO-00269,2024-02-02,2024-02-18,2024-02-18,MRO,MRO - Item 681,PrecisionParts Co,Operations,48,1149.45,55173.6,Y,2024,2,Q1
PO-00270,2023-05-26,2023-06-07,2023-06-13,IT & Software,IT & Software - Item 716,InfraCloud Ltd,Supply Chain,20,1986.83,39736.6,Y,2023,5,Q2
PO-00271,2023-08-13,2023-08-19,2023-09-17,Raw Materials,Raw Materials - Item 122,AlphaMetals Ltd,Sales,22,4145.43,91199.46,N,2023,8,Q3
PO-00272,2023-06-01,2023-06-09,2023-07-11,IT & Software,IT & Software - Item 444,SoftEdge Inc,Supply Chain,5,4947.5,24737.5,N,2023,6,Q2
PO-00273,2023-11-06,2023-11-22,2023-12-26,MRO,MRO - Item 328,SafeGuard Equipment,IT,32,926.72,29655.04,Y,2023,11,Q4
PO-00274,2023-06-29,2023-07-05,2023-08-19,MRO,MRO - Item 286,Industrial Direct,Operations,45,1394.71,62761.95,Y,2023,6,Q2
PO-00275,2023-11-22,2023-12-07,2023-12-29,Office Supplies,Office Supplies - Item 271,OfficeWorld Ltd,HR,10,157.73,1577.3,N,2023,11,Q4
PO-00276,2023-04-01,2023-04-09,2023-05-02,Facilities,Facilities - Item 837,SecureGuard Systems,Finance,14,752.47,10534.58,Y,2023,4,Q2
PO-00277,2023-01-02,2023-01-14,2023-02-16,Raw Materials,Raw Materials - Item 266,AlphaMetals Ltd,Operations,25,1886.7,47167.5,Y,2023,1,Q1
PO-00278,2024-04-07,2024-04-14,2024-05-02,Raw Materials,Raw Materials - Item 660,AlphaMetals Ltd,Finance,5,2356.56,11782.8,N,2024,4,Q2
PO-00279,2023-04-06,2023-04-12,2023-05-01,MRO,MRO - Item 203,PrecisionParts Co,Marketing,42,311.79,13095.18,Y,2023,4,Q2
PO-00280,2023-12-06,2023-12-12,2023-12-27,Raw Materials,Raw Materials - Item 502,GlobalMat Corp,Marketing,17,3234.28,54982.76,N,2023,12,Q4
PO-00281,2024-05-17,2024-05-27,2024-06-14,Raw Materials,Raw Materials - Item 753,AlphaMetals Ltd,Finance,39,2900.15,113105.85,Y,2024,5,Q2
PO-00282,2023-10-26,2023-11-05,2023-12-04,Marketing,Marketing - Item 479,BrandBoost Agency,Marketing,43,4239.02,182277.86,Y,2023,10,Q4
PO-00283,2024-01-26,2024-02-03,2024-03-25,MRO,MRO - Item 187,Industrial Direct,IT,18,807.58,14536.44,Y,2024,1,Q1
PO-00284,2023-12-19,2024-01-08,2024-02-06,Professional Services,Professional Services - Item 686,FinanceWise Advisory,Operations,25,16191.06,404776.5,Y,2023,12,Q4
PO-00285,2023-08-30,2023-09-08,2023-10-23,Logistics,Logistics - Item 223,LocalFreight Co,Marketing,34,6692.97,227560.98,Y,2023,8,Q3
PO-00286,2024-04-04,2024-04-13,2024-05-01,Raw Materials,Raw Materials - Item 954,NorthStar Composites,Supply Chain,28,597.27,16723.56,Y,2024,4,Q2
PO-00287,2023-09-22,2023-09-27,2023-11-05,MRO,MRO - Item 905,SafeGuard Equipment,Operations,36,499.48,17981.28,Y,2023,9,Q3
PO-00288,2024-06-19,2024-07-03,2024-07-10,Professional Services,Professional Services - Item 988,Apex Consulting Group,HR,7,23357.45,163502.15,Y,2024,6,Q2
PO-00289,2023-12-19,2024-01-05,2024-02-10,Facilities,Facilities - Item 139,SecureGuard Systems,HR,12,834.69,10016.28,Y,2023,12,Q4
PO-00290,2024-02-10,2024-02-24,2024-03-15,Facilities,Facilities - Item 387,BuildRight Maintenance,Marketing,24,168.75,4050.0,N,2024,2,Q1
PO-00291,2024-05-18,2024-06-05,2024-06-19,Facilities,Facilities - Item 719,FaciliTech Corp,Operations,48,1475.28,70813.44,Y,2024,5,Q2
PO-00292,2023-04-02,2023-04-09,2023-04-27,Raw Materials,Raw Materials - Item 418,EastCoast Polymers,Marketing,24,4153.53,99684.72,N,2023,4,Q2
PO-00293,2024-06-02,2024-06-08,2024-07-16,Logistics,Logistics - Item 469,CrossBorder Express,HR,13,6406.8,83288.4,Y,2024,6,Q2
PO-00294,2023-07-23,2023-08-02,2023-09-04,MRO,MRO - Item 991,ProParts Inc,Sales,2,399.91,799.82,Y,2023,7,Q3
PO-00295,2024-04-30,2024-05-10,2024-05-18,IT & Software,IT & Software - Item 974,CloudTech Systems,Supply Chain,45,1339.85,60293.25,Y,2024,4,Q2
PO-00296,2023-08-08,2023-08-13,2023-10-05,Facilities,Facilities - Item 585,SecureGuard Systems,Finance,2,2851.03,5702.06,Y,2023,8,Q3
PO-00297,2023-05-16,2023-06-03,2023-06-17,IT & Software,IT & Software - Item 485,CloudTech Systems,Finance,20,9207.8,184156.0,Y,2023,5,Q2
PO-00298,2023-12-24,2024-01-09,2024-02-19,Logistics,Logistics - Item 674,FreightMaster Inc,HR,38,1090.31,41431.78,Y,2023,12,Q4
PO-00299,2023-10-17,2023-10-31,2023-12-12,MRO,MRO - Item 292,FastTrack MRO,R&D,18,446.76,8041.68,Y,2023,10,Q4
PO-00300,2023-06-03,2023-06-23,2023-06-19,Logistics,Logistics - Item 402,SwiftLogistics Group,Supply Chain,26,5822.77,151392.02,N,2023,6,Q2
PO-00301,2023-09-23,2023-10-13,2023-11-20,Office Supplies,Office Supplies - Item 787,DeskPro Supplies,HR,13,185.75,2414.75,N,2023,9,Q3
PO-00302,2024-01-03,2024-01-13,2024-02-22,Logistics,Logistics - Item 796,PortLink Services,Supply Chain,7,4114.13,28798.91,Y,2024,1,Q1
PO-00303,2023-12-10,2023-12-18,2024-01-23,IT & Software,IT & Software - Item 581,CloudTech Systems,Supply Chain,22,5290.43,116389.46,Y,2023,12,Q4
PO-00304,2023-02-24,2023-03-10,2023-04-13,Facilities,Facilities - Item 523,FaciliTech Corp,Operations,33,463.64,15300.12,N,2023,2,Q1
PO-00305,2023-02-25,2023-03-04,2023-03-23,Facilities,Facilities - Item 599,FaciliTech Corp,Finance,30,552.7,16581.0,N,2023,2,Q1
PO-00306,2023-12-07,2023-12-27,2024-01-01,IT & Software,IT & Software - Item 904,NetSecure Pro,Operations,49,9447.11,462908.39,Y,2023,12,Q4
PO-00307,2023-04-01,2023-04-06,2023-05-09,Raw Materials,Raw Materials - Item 429,AlphaMetals Ltd,IT,1,393.14,393.14,Y,2023,4,Q2
PO-00308,2024-06-27,2024-07-11,2024-08-13,Raw Materials,Raw Materials - Item 271,PrimeChem Solutions,Operations,23,1563.12,35951.76,Y,2024,6,Q2
PO-00309,2023-03-08,2023-03-23,2023-03-31,Facilities,Facilities - Item 601,BuildRight Maintenance,Marketing,22,1408.34,30983.48,N,2023,3,Q1
PO-00310,2024-01-03,2024-01-13,2024-01-19,Professional Services,Professional Services - Item 226,HRPro Consultants,Supply Chain,15,13597.03,203955.45,Y,2024,1,Q1
PO-00311,2024-01-11,2024-01-19,2024-03-08,Professional Services,Professional Services - Item 769,StrategyFirst Partners,Sales,40,1590.65,63626.0,N,2024,1,Q1
PO-00312,2023-01-21,2023-01-26,2023-03-17,Raw Materials,Raw Materials - Item 408,AlphaMetals Ltd,Operations,45,945.02,42525.9,Y,2023,1,Q1
PO-00313,2024-03-06,2024-03-14,2024-04-08,IT & Software,IT & Software - Item 903,DataCore Solutions,Sales,7,6333.52,44334.64,Y,2024,3,Q1
PO-00314,2023-04-19,2023-05-09,2023-05-06,Logistics,Logistics - Item 312,AirCargo Solutions,Supply Chain,23,5482.49,126097.27,N,2023,4,Q2
PO-00315,2024-05-07,2024-05-14,2024-06-23,MRO,MRO - Item 840,NorthStar Composites,Supply Chain,43,835.35,35920.05,N,2024,5,Q2
PO-00316,2023-04-14,2023-04-28,2023-05-01,Office Supplies,Office Supplies - Item 468,DeskPro Supplies,R&D,4,55.07,220.28,Y,2023,4,Q2
PO-00317,2023-11-17,2023-12-06,2023-12-24,Logistics,Logistics - Item 736,PortLink Services,Supply Chain,9,5051.47,45463.23,Y,2023,11,Q4
PO-00318,2023-10-02,2023-10-20,2023-11-16,Facilities,Facilities - Item 764,SecureGuard Systems,Operations,30,868.01,26040.3,Y,2023,10,Q4
PO-00319,2023-06-20,2023-07-09,2023-08-10,Raw Materials,Raw Materials - Item 285,SteelCore Industries,R&D,27,4928.88,133079.76,Y,2023,6,Q2
PO-00320,2024-01-24,2024-02-12,2024-03-05,Professional Services,Professional Services - Item 147,FinanceWise Advisory,Supply Chain,9,9896.49,89068.41,Y,2024,1,Q1
PO-00321,2023-03-06,2023-03-21,2023-05-02,MRO,MRO - Item 631,ToolMaster Supply,Sales,37,1038.78,38434.86,N,2023,3,Q1
PO-00322,2024-06-19,2024-06-25,2024-08-08,IT & Software,IT & Software - Item 111,DataCore Solutions,Marketing,43,7960.31,342293.33,Y,2024,6,Q2
PO-00323,2023-06-10,2023-06-22,2023-06-28,Logistics,Logistics - Item 663,CrossBorder Express,Operations,21,2357.49,49507.29,N,2023,6,Q2
PO-00324,2024-01-23,2024-01-28,2024-03-09,Logistics,Logistics - Item 205,FreightMaster Inc,Supply Chain,32,3457.03,110624.96,Y,2024,1,Q1
PO-00325,2024-02-18,2024-02-29,2024-04-08,Logistics,Logistics - Item 770,SwiftLogistics Group,Operations,40,6515.87,260634.8,Y,2024,2,Q1
PO-00326,2024-04-12,2024-04-28,2024-06-11,Office Supplies,Office Supplies - Item 833,OfficeWorld Ltd,Operations,36,393.75,14175.0,Y,2024,4,Q2
PO-00327,2024-04-08,2024-04-14,2024-04-29,Raw Materials,Raw Materials - Item 268,SteelCore Industries,Finance,19,3374.12,64108.28,Y,2024,4,Q2
PO-00328,2024-05-19,2024-06-07,2024-06-16,Raw Materials,Raw Materials - Item 944,GlobalMat Corp,Operations,13,834.49,10848.37,Y,2024,5,Q2
PO-00329,2023-07-15,2023-07-24,2023-08-28,Professional Services,Professional Services - Item 610,StrategyFirst Partners,Supply Chain,38,3130.21,118947.98,N,2023,7,Q3
PO-00330,2023-01-05,2023-01-15,2023-03-05,Logistics,Logistics - Item 848,Apex Consulting Group,Supply Chain,33,6329.86,208885.38,Y,2023,1,Q1
PO-00331,2023-05-12,2023-05-25,2023-06-11,Raw Materials,Raw Materials - Item 507,PrimeChem Solutions,Finance,27,5309.33,143351.91,N,2023,5,Q2
PO-00332,2023-12-18,2024-01-02,2024-02-06,Marketing,Marketing - Item 828,BrandBoost Agency,IT,48,8315.92,399164.16,Y,2023,12,Q4
PO-00333,2023-08-11,2023-08-26,2023-09-27,Raw Materials,Raw Materials - Item 827,AlphaMetals Ltd,Finance,46,3786.81,174193.26,Y,2023,8,Q3
PO-00334,2023-04-29,2023-05-17,2023-06-01,Professional Services,Professional Services - Item 927,LegalEdge Associates,R&D,44,16113.31,708985.64,N,2023,4,Q2
PO-00335,2023-01-14,2023-01-27,2023-02-16,Logistics,Logistics - Item 249,ToolMaster Supply,Operations,18,5664.36,101958.48,Y,2023,1,Q1
PO-00336,2023-03-05,2023-03-17,2023-04-24,IT & Software,IT & Software - Item 860,SoftEdge Inc,Operations,7,7692.59,53848.13,N,2023,3,Q1
