PO_ID,PO_Date,Invoice_Date,Payment_Date,Category,Item_Description,Supplier_Name,Business_Unit,Quantity,Unit_Price,Total_Cost,Contract_Flag,PO_Year,PO_Month,PO_Quarter,Payment_Cycle_Days,Is_Maverick,Year_Month,Calculated_Cost,Cost_Discrepancy
PO-00137,2023-05-08,2023-05-24,2023-06-23,Professional Services,Professional Services - Item 916,Strategyfirst Partners,IT,22,19472.81,428401.82,N,2023,5,Q2,46,1,2023-05,428401.82,0.0
PO-00138,2024-06-15,2024-06-30,2024-07-05,MRO,MRO - Item 776,Industrial Direct,IT,12,810.87,9730.44,N,2024,6,Q2,20,1,2024-06,9730.44,0.0
PO-00139,2023-10-30,2023-11-17,2023-12-23,MRO,MRO - Item 381,Industrial Direct,Sales,3,1194.75,3584.25,Y,2023,10,Q4,54,0,2023-10,3584.25,0.0
PO-00140,2023-02-28,2023-03-06,2023-04-12,Raw Materials,Raw Materials - Item 229,Alphametals Ltd,Supply Chain,2,911.16,1822.32,Y,2023,2,Q1,43,0,2023-02,1822.32,0.0
PO-00141,2023-03-10,2023-03-29,2023-04-17,MRO,MRO - Item 881,Industrial Direct,R&D,10,1127.51,11275.1,Y,2023,3,Q1,38,0,2023-03,11275.1,0.0
PO-00142,2023-03-20,2023-04-06,2023-05-07,IT & Software,IT & Software - Item 675,Datacore Solutions,Sales,8,382.73,3061.84,Y,2023,3,Q1,48,0,2023-03,3061.84,0.0
PO-00143,2023-05-01,2023-05-20,2023-05-20,MRO,MRO - Item 276,Proparts Inc,R&D,32,315.47,10095.04,Y,2023,5,Q2,19,0,2023-05,10095.04,0.0
PO-00144,2024-03-31,2024-04-10,2024-05-04,Marketing,Marketing - Item 828,Creativeworks Inc,R&D,46,1170.89,53860.94,N,2024,3,Q1,34,1,2024-03,53860.94,0.0
PO-00145,2023-06-28,2023-07-17,2023-08-05,Professional Services,Professional Services - Item 922,Apex Consulting Group,Operations,32,1099.59,35186.88,Y,2023,6,Q2,38,0,2023-06,35186.88,0.0
PO-00146,2023-05-13,2023-05-20,2023-07-03,IT & Software,IT & Software - Item 228,Datacore Solutions,R&D,34,4898.1,166535.4,N,2023,5,Q2,51,1,2023-05,166535.40000000002,2.9103830456733704e-11
PO-00147,2023-11-21,2023-12-09,2023-12-14,IT & Software,IT & Software - Item 614,Softedge Inc,Finance,50,6777.45,338872.5,N,2023,11,Q4,23,1,2023-11,338872.5,0.0
PO-00148,2023-02-26,2023-03-05,2023-03-31,Facilities,Facilities - Item 356,Buildright Maintenance,Operations,15,1200.77,18011.55,N,2023,2,Q1,33,1,2023-02,18011.55,0.0
PO-00149,2023-07-21,2023-07-30,2023-09-11,IT & Software,IT & Software - Item 275,Cloudtech Systems,Finance,33,8499.68,280489.44,Y,2023,7,Q3,52,0,2023-07,280489.44,0.0
PO-00150,2023-12-12,2023-12-30,2024-01-09,Facilities,Facilities - Item 732,Secureguard Systems,Operations,42,2226.01,93492.42,Y,2023,12,Q4,28,0,2023-12,93492.42000000001,1.4551915228366852e-11
PO-00151,2023-02-01,2023-02-07,2023-04-01,Logistics,Logistics - Item 261,Freightmaster Inc,R&D,44,3395.07,149383.08,Y,2023,2,Q1,59,0,2023-02,149383.08000000002,2.9103830456733704e-11
PO-00152,2024-03-26,2024-04-04,2024-05-05,Logistics,Logistics - Item 878,Freightmaster Inc,Operations,21,6382.9,134040.9,N,2024,3,Q1,40,1,2024-03,134040.9,0.0
PO-00153,2024-01-15,2024-02-02,2024-02-23,Logistics,Logistics - Item 354,Swiftlogistics Group,Operations,10,1198.1,11981.0,Y,2024,1,Q1,39,0,2024-01,11981.0,0.0
PO-00154,2023-06-13,2023-06-18,2023-07-29,Professional Services,Professional Services - Item 192,Financewise Advisory,Operations,33,10330.94,340921.02,Y,2023,6,Q2,46,0,2023-06,340921.02,0.0
PO-00155,2024-02-07,2024-02-27,2024-04-05,Logistics,Logistics - Item 392,Swiftlogistics Group,Finance,32,6063.18,194021.76,Y,2024,2,Q1,58,0,2024-02,194021.76,0.0
PO-00156,2023-01-09,2023-01-20,2023-02-28,Facilities,Facilities - Item 471,Facilitech Corp,Marketing,24,210.45,5050.8,N,2023,1,Q1,50,1,2023-01,5050.799999999999,9.094947017729282e-13
PO-00157,2023-10-23,2023-11-09,2023-11-13,Raw Materials,Raw Materials - Item 482,Globalmat Corp,Finance,44,2900.33,127614.52,N,2023,10,Q4,21,1,2023-10,127614.51999999999,1.4551915228366852e-11
PO-00158,2023-12-14,2024-01-03,2024-01-19,Logistics,Logistics - Item 631,Swiftlogistics Group,Sales,3,722.8,2168.4,Y,2023,12,Q4,36,0,2023-12,2168.3999999999996,4.547473508864641e-13
PO-00159,2024-04-12,2024-04-27,2024-05-16,Raw Materials,Raw Materials - Item 619,Steelcore Industries,Supply Chain,26,6231.34,162014.84,Y,2024,4,Q2,34,0,2024-04,162014.84,0.0
PO-00160,2024-06-05,2024-06-10,2024-07-09,Logistics,Logistics - Item 711,Freightmaster Inc,Supply Chain,44,1124.86,49493.84,Y,2024,6,Q2,34,0,2024-06,49493.84,0.0
PO-00161,2024-04-30,2024-05-17,2024-06-24,MRO,MRO - Item 251,Mechsupply Ltd,HR,4,837.06,3348.24,Y,2024,4,Q2,55,0,2024-04,3348.24,0.0
PO-00162,2023-09-06,2023-09-26,2023-10-23,Raw Materials,Raw Materials - Item 993,Steelcore Industries,Operations,10,2373.41,23734.1,Y,2023,9,Q3,47,0,2023-09,23734.1,0.0
PO-00163,2023-03-05,2023-03-20,2023-04-23,Professional Services,Professional Services - Item 659,Legaledge Associates,R&D,25,6185.59,154639.75,Y,2023,3,Q1,49,0,2023-03,154639.75,0.0
PO-00164,2023-12-29,2024-01-12,2024-02-17,IT & Software,IT & Software - Item 330,Softedge Inc,Supply Chain,31,2266.88,70273.28,Y,2023,12,Q4,50,0,2023-12,70273.28,0.0
PO-00165,2023-11-01,2023-11-15,2023-12-03,Professional Services,Professional Services - Item 224,Legaledge Associates,IT,36,19812.4,713246.4,Y,2023,11,Q4,32,0,2023-11,713246.4,0.0
PO-00166,2024-01-24,2024-02-12,2024-03-01,Facilities,Facilities - Item 771,Cleanpro Services,Marketing,3,974.14,2922.42,Y,2024,1,Q1,37,0,2024-01,2922.42,0.0
PO-00167,2023-09-20,2023-10-02,2023-11-11,Professional Services,Professional Services - Item 348,Financewise Advisory,Finance,18,3250.32,58505.76,Y,2023,9,Q3,52,0,2023-09,58505.76,0.0
PO-00168,2023-02-21,2023-02-26,2023-03-16,IT & Software,IT & Software - Item 663,Netsecure Pro,Operations,46,5928.95,272731.7,Y,2023,2,Q1,23,0,2023-02,272731.7,0.0
PO-00169,2023-06-11,2023-06-23,2023-07-01,Logistics,Logistics - Item 647,Portlink Services,IT,19,2853.91,54224.29,Y,2023,6,Q2,20,0,2023-06,54224.28999999999,7.275957614183426e-12
PO-00170,2023-02-08,2023-02-14,2023-03-13,Office Supplies,Office Supplies - Item 109,Printmaster Co,Operations,26,371.25,9652.5,N,2023,2,Q1,33,1,2023-02,9652.5,0.0
PO-00171,2023-11-02,2023-11-21,2023-11-25,IT & Software,IT & Software - Item 379,Infracloud Ltd,Finance,35,6832.92,239152.2,N,2023,11,Q4,23,1,2023-11,239152.2,0.0
PO-00172,2023-07-17,2023-07-28,2023-09-06,Professional Services,Professional Services - Item 279,Financewise Advisory,Sales,1,15728.45,15728.45,N,2023,7,Q3,51,1,2023-07,15728.45,0.0
PO-00173,2024-02-20,2024-03-04,2024-03-06,Facilities,Facilities - Item 492,Buildright Maintenance,Sales,9,1614.02,14526.18,Y,2024,2,Q1,15,0,2024-02,14526.18,0.0
PO-00174,2023-08-30,2023-09-07,2023-09-17,Logistics,Logistics - Item 576,Freightmaster Inc,HR,17,5538.98,94162.66,Y,2023,8,Q3,18,0,2023-08,94162.65999999999,1.4551915228366852e-11
PO-00175,2023-11-11,2023-11-27,2023-12-14,Raw Materials,Raw Materials - Item 729,Northstar Composites,Supply Chain,45,827.15,37221.75,Y,2023,11,Q4,33,0,2023-11,37221.75,0.0
PO-00176,2023-08-15,2023-08-26,2023-10-03,Raw Materials,Raw Materials - Item 880,Steelcore Industries,Marketing,27,4066.1,109784.7,N,2023,8,Q3,49,1,2023-08,109784.7,0.0
PO-00177,2023-09-11,2023-09-22,2023-09-29,IT & Software,IT & Software - Item 686,Softedge Inc,HR,24,1042.63,25023.12,Y,2023,9,Q3,18,0,2023-09,25023.120000000003,3.637978807091713e-12
PO-00178,2023-06-03,2023-06-22,2023-06-21,Raw Materials,Raw Materials - Item 235,Alphametals Ltd,Sales,32,681.98,21823.36,N,2023,6,Q2,18,1,2023-06,21823.36,0.0
PO-00179,2024-06-09,2024-06-16,2024-07-07,Logistics,Logistics - Item 146,Crossborder Express,Sales,2,3560.75,7121.5,Y,2024,6,Q2,28,0,2024-06,7121.5,0.0
PO-00180,2024-03-09,2024-03-27,2024-04-01,MRO,MRO - Item 483,Mechsupply Ltd,Supply Chain,31,94.27,2922.37,Y,2024,3,Q1,23,0,2024-03,2922.37,0.0
PO-00181,2024-01-27,2024-02-06,2024-02-18,Logistics,Logistics - Item 650,Freightmaster Inc,Operations,35,1419.43,49680.05,N,2024,1,Q1,22,1,2024-01,49680.05,0.0
PO-00182,2024-02-07,2024-02-24,2024-03-20,Logistics,Logistics - Item 943,Swiftlogistics Group,Operations,20,4710.56,94211.2,Y,2024,2,Q1,42,0,2024-02,94211.20000000001,1.4551915228366852e-11
PO-00183,2023-08-24,2023-08-29,2023-10-17,MRO,MRO - Item 346,Industrial Direct,Supply Chain,8,99.81,798.48,Y,2023,8,Q3,54,0,2023-08,798.48,0.0
PO-00184,2023-07-31,2023-08-11,2023-08-29,Raw Materials,Raw Materials - Item 872,Alphametals Ltd,Sales,16,4092.69,65483.04,N,2023,7,Q3,29,1,2023-07,65483.04,0.0
PO-00185,2023-02-27,2023-03-11,2023-04-03,Raw Materials,Raw Materials - Item 409,Steelcore Industries,Supply Chain,37,3162.2,117001.4,Y,2023,2,Q1,35,0,2023-02,117001.4,0.0
PO-00186,2023-05-27,2023-06-14,2023-07-21,Marketing,Marketing - Item 669,Mediaedge Solutions,Finance,38,14307.96,543702.48,Y,2023,5,Q2,55,0,2023-05,543702.48,0.0
PO-00187,2024-05-22,2024-06-01,2024-06-30,Raw Materials,Raw Materials - Item 872,Primechem Solutions,IT,45,2044.13,91985.85,Y,2024,5,Q2,39,0,2024-05,91985.85,0.0
PO-00188,2024-04-29,2024-05-08,2024-06-18,MRO,MRO - Item 497,Precisionparts Co,Operations,4,946.43,3785.72,Y,2024,4,Q2,50,0,2024-04,3785.72,0.0
PO-00189,2023-09-06,2023-09-23,2023-10-08,MRO,MRO - Item 789,Fasttrack Mro,IT,35,1032.51,36137.85,Y,2023,9,Q3,32,0,2023-09,36137.85,0.0
PO-00190,2023-02-10,2023-02-15,2023-03-16,Facilities,Facilities - Item 316,Secureguard Systems,Marketing,31,763.23,23660.13,N,2023,2,Q1,34,1,2023-02,23660.13,0.0
PO-00191,2023-07-14,2023-07-29,2023-08-13,Marketing,Marketing - Item 894,Creativeworks Inc,IT,39,10396.31,405456.09,Y,2023,7,Q3,30,0,2023-07,405456.08999999997,5.820766091346741e-11
PO-00192,2023-10-17,2023-11-01,2023-12-01,MRO,MRO - Item 308,Industrial Direct,Finance,32,769.66,24629.12,Y,2023,10,Q4,45,0,2023-10,24629.12,0.0
PO-00193,2024-01-15,2024-01-29,2024-02-25,MRO,MRO - Item 256,Freightmaster Inc,Marketing,36,1427.64,51395.04,Y,2024,1,Q1,41,0,2024-01,51395.04,0.0
PO-00194,2023-07-20,2023-08-09,2023-09-04,MRO,MRO - Item 571,Safeguard Equipment,IT,44,567.88,24986.72,Y,2023,7,Q3,46,0,2023-07,24986.72,0.0
PO-00195,2023-06-22,2023-06-28,2023-08-09,Professional Services,Professional Services - Item 959,Apex Consulting Group,HR,35,21965.93,768807.55,Y,2023,6,Q2,48,0,2023-06,768807.55,0.0
PO-00196,2023-03-18,2023-04-06,2023-04-15,Office Supplies,Office Supplies - Item 482,Printmaster Co,IT,15,40.28,604.2,N,2023,3,Q1,28,1,2023-03,604.2,0.0
PO-00197,2023-03-03,2023-03-16,2023-03-19,IT & Software,IT & Software - Item 648,Netsecure Pro,IT,1,6319.25,6319.25,Y,2023,3,Q1,16,0,2023-03,6319.25,0.0
PO-00198,2023-10-21,2023-11-01,2023-11-20,Raw Materials,Raw Materials - Item 734,Globalmat Corp,Supply Chain,7,4629.1,32403.7,N,2023,10,Q4,30,1,2023-10,32403.700000000004,3.637978807091713e-12
PO-00199,2024-06-23,2024-07-07,2024-07-22,MRO,MRO - Item 800,Safeguard Equipment,Operations,30,954.48,28634.4,N,2024,6,Q2,29,1,2024-06,28634.4,0.0
PO-00200,2023-03-24,2023-04-03,2023-05-22,IT & Software,IT & Software - Item 184,Softedge Inc,Operations,36,5922.12,213196.32,Y,2023,3,Q1,59,0,2023-03,213196.32,0.0
PO-00201,2024-05-26,2024-06-15,2024-07-24,Facilities,Facilities - Item 377,Buildright Maintenance,R&D,34,2616.07,88946.38,N,2024,5,Q2,59,1,2024-05,88946.38,0.0
PO-00202,2023-02-17,2023-02-26,2023-03-17,Office Supplies,Office Supplies - Item 870,Officeworld Ltd,HR,12,447.84,5374.08,Y,2023,2,Q1,28,0,2023-02,5374.08,0.0
PO-00203,2024-02-12,2024-02-19,2024-03-06,Office Supplies,Office Supplies - Item 612,Deskpro Supplies,HR,44,434.18,19103.92,N,2024,2,Q1,23,1,2024-02,19103.920000000002,3.637978807091713e-12
PO-00204,2023-12-21,2024-01-03,2024-01-06,Raw Materials,Raw Materials - Item 902,Eastcoast Polymers,Finance,39,2219.3,86552.7,Y,2023,12,Q4,16,0,2023-12,86552.70000000001,1.4551915228366852e-11
PO-00205,2024-04-06,2024-04-18,2024-05-09,Logistics,Logistics - Item 830,Localfreight Co,IT,43,3402.19,146294.17,Y,2024,4,Q2,33,0,2024-04,146294.17,0.0
PO-00206,2023-03-17,2023-04-05,2023-04-20,Raw Materials,Raw Materials - Item 468,Globalmat Corp,Sales,21,1773.58,37245.18,N,2023,3,Q1,34,1,2023-03,37245.18,0.0
PO-00207,2023-10-04,2023-10-19,2023-10-24,Raw Materials,Raw Materials - Item 984,Alphametals Ltd,HR,7,362.85,2539.95,Y,2023,10,Q4,20,0,2023-10,2539.9500000000003,4.547473508864641e-13
PO-00208,2024-01-30,2024-02-09,2024-03-09,Raw Materials,Raw Materials - Item 242,Globalmat Corp,Marketing,16,2750.77,44012.32,N,2024,1,Q1,39,1,2024-01,44012.32,0.0
PO-00209,2023-10-03,2023-10-23,2023-11-02,MRO,MRO - Item 708,Fasttrack Mro,IT,31,1151.96,35710.76,Y,2023,10,Q4,30,0,2023-10,35710.76,0.0
PO-00210,2023-07-20,2023-08-07,2023-08-25,Logistics,Logistics - Item 935,Swiftlogistics Group,IT,25,7010.48,175262.0,N,2023,7,Q3,36,1,2023-07,175262.0,0.0
PO-00211,2023-05-20,2023-06-09,2023-07-18,MRO,MRO - Item 689,Toolmaster Supply,IT,26,1393.98,36243.48,Y,2023,5,Q2,59,0,2023-05,36243.48,0.0
PO-00212,2023-09-06,2023-09-11,2023-11-03,MRO,MRO - Item 844,Safeguard Equipment,Finance,13,917.02,11921.26,N,2023,9,Q3,58,1,2023-09,11921.26,0.0
PO-00213,2024-04-17,2024-04-29,2024-05-21,Office Supplies,Office Supplies - Item 358,Printmaster Co,Supply Chain,27,315.24,8511.48,Y,2024,4,Q2,34,0,2024-04,8511.48,0.0
PO-00214,2023-06-07,2023-06-25,2023-08-05,Professional Services,Professional Services - Item 656,Apex Consulting Group,R&D,26,11982.81,311553.06,Y,2023,6,Q2,59,0,2023-06,311553.06,0.0
PO-00215,2023-02-07,2023-02-23,2023-04-05,Professional Services,Professional Services - Item 270,Hrpro Consultants,HR,6,2500.14,15000.84,Y,2023,2,Q1,57,0,2023-02,15000.84,0.0
PO-00216,2023-02-15,2023-02-27,2023-03-16,IT & Software,IT & Software - Item 556,Softedge Inc,R&D,28,1251.5,35042.0,Y,2023,2,Q1,29,0,2023-02,35042.0,0.0
PO-00217,2024-01-19,2024-01-27,2024-02-08,MRO,MRO - Item 951,Proparts Inc,IT,2,719.33,1438.66,Y,2024,1,Q1,20,0,2024-01,1438.66,0.0
PO-00218,2023-05-26,2023-06-02,2023-06-30,MRO,MRO - Item 407,Safeguard Equipment,HR,7,712.31,4986.17,Y,2023,5,Q2,35,0,2023-05,4986.17,0.0
PO-00219,2023-02-15,2023-02-25,2023-04-04,Professional Services,Professional Services - Item 665,Financewise Advisory,Sales,11,19529.72,214826.92,N,2023,2,Q1,48,1,2023-02,214826.92,0.0
PO-00220,2023-06-13,2023-06-24,2023-06-29,MRO,MRO - Item 560,Proparts Inc,Marketing,12,965.41,11584.92,N,2023,6,Q2,16,1,2023-06,11584.92,0.0
PO-00221,2024-03-15,2024-03-25,2024-05-03,MRO,MRO - Item 474,Fasttrack Mro,Marketing,5,940.3,4701.5,N,2024,3,Q1,49,1,2024-03,4701.5,0.0
PO-00222,2023-11-30,2023-12-08,2024-01-21,Raw Materials,Raw Materials - Item 456,Globalmat Corp,IT,21,3133.7,65807.7,N,2023,11,Q4,52,1,2023-11,65807.7,0.0
PO-00223,2023-12-27,2024-01-04,2024-01-31,Facilities,Facilities - Item 344,Secureguard Systems,Marketing,40,1873.84,74953.6,Y,2023,12,Q4,35,0,2023-12,74953.59999999999,1.4551915228366852e-11
PO-00224,2023-11-09,2023-11-19,2024-01-03,Raw Materials,Raw Materials - Item 668,Steelcore Industries,IT,37,2262.59,83715.83,Y,2023,11,Q4,55,0,2023-11,83715.83,0.0
PO-00225,2023-06-20,2023-07-07,2023-07-17,Logistics,Logistics - Item 675,Freightmaster Inc,IT,23,7605.7,174931.1,Y,2023,6,Q2,27,0,2023-06,174931.1,0.0
PO-00226,2024-06-01,2024-06-15,2024-06-30,IT & Software,IT & Software - Item 133,Netsecure Pro,Marketing,11,982.09,10802.99,Y,2024,6,Q2,29,0,2024-06,10802.99,0.0
PO-00227,2023-10-09,2023-10-22,2023-10-31,MRO,MRO - Item 893,Safeguard Equipment,HR,32,781.57,25010.24,Y,2023,10,Q4,22,0,2023-10,25010.24,0.0
PO-00228,2024-01-11,2024-01-25,2024-02-10,Logistics,Logistics - Item 995,Aircargo Solutions,IT,28,1160.47,32493.16,Y,2024,1,Q1,30,0,2024-01,32493.16,0.0
PO-00229,2023-02-03,2023-02-19,2023-03-27,Logistics,Logistics - Item 981,Aircargo Solutions,IT,50,6171.4,308570.0,N,2023,2,Q1,52,1,2023-02,308570.0,0.0
PO-00230,2024-03-14,2024-03-29,2024-04-08,Raw Materials,Raw Materials - Item 820,Steelcore Industries,Operations,23,3356.88,77208.24,Y,2024,3,Q1,25,0,2024-03,77208.24,0.0
PO-00231,2023-10-27,2023-11-02,2023-12-07,MRO,MRO - Item 383,Precisionparts Co,R&D,7,258.94,1812.58,N,2023,10,Q4,41,1,2023-10,1812.58,0.0
PO-00232,2023-05-10,2023-05-23,2023-07-04,Professional Services,Professional Services - Item 742,Apex Consulting Group,Finance,44,8505.39,374237.16,Y,2023,5,Q2,55,0,2023-05,374237.16,0.0
PO-00233,2024-02-29,2024-03-19,2024-04-07,MRO,MRO - Item 599,Safeguard Equipment,Marketing,48,493.0,23664.0,Y,2024,2,Q1,38,0,2024-02,23664.0,0.0
PO-00234,2023-12-02,2023-12-19,2023-12-21,IT & Software,IT & Software - Item 323,Techbridge Corp,Operations,41,7776.37,318831.17,N,2023,12,Q4,19,1,2023-12,318831.17,0.0
PO-00235,2024-03-15,2024-03-21,2024-04-20,Facilities,Facilities - Item 147,Buildright Maintenance,Finance,9,1736.7,15630.3,Y,2024,3,Q1,36,0,2024-03,15630.300000000001,1.8189894035458565e-12
PO-00236,2023-04-12,2023-04-21,2023-05-09,IT & Software,IT & Software - Item 765,Cloudtech Systems,Supply Chain,30,114.95,3448.5,Y,2023,4,Q2,27,0,2023-04,3448.5,0.0
PO-00237,2023-11-06,2023-11-23,2023-11-24,Raw Materials,Raw Materials - Item 740,Alphametals Ltd,Sales,24,3932.32,94375.68,Y,2023,11,Q4,18,0,2023-11,94375.68000000001,1.4551915228366852e-11
PO-00238,2023-11-09,2023-11-28,2023-12-08,Professional Services,Professional Services - Item 109,Strategyfirst Partners,Operations,14,9077.99,127091.86,Y,2023,11,Q4,29,0,2023-11,127091.86,0.0
PO-00239,2023-01-09,2023-01-17,2023-01-30,IT & Software,IT & Software - Item 420,Infracloud Ltd,IT,5,2592.48,12962.4,Y,2023,1,Q1,21,0,2023-01,12962.4,0.0
PO-00240,2024-01-12,2024-01-22,2024-01-27,Facilities,Facilities - Item 550,Secureguard Systems,Marketing,44,517.41,22766.04,Y,2024,1,Q1,15,0,2024-01,22766.039999999997,3.637978807091713e-12
PO-00241,2023-12-26,2024-01-12,2024-01-17,Professional Services,Professional Services - Item 459,Apex Consulting Group,IT,14,2438.11,34133.54,Y,2023,12,Q4,22,0,2023-12,34133.54,0.0
PO-00242,2024-03-15,2024-03-20,2024-05-13,MRO,MRO - Item 968,Industrial Direct,Operations,39,1048.58,40894.62,Y,2024,3,Q1,59,0,2024-03,40894.619999999995,7.275957614183426e-12
PO-00243,2023-11-05,2023-11-12,2023-12-21,Raw Materials,Raw Materials - Item 640,Steelcore Industries,IT,16,2828.93,45262.88,Y,2023,11,Q4,46,0,2023-11,45262.88,0.0
PO-00244,2023-01-13,2023-01-20,2023-02-27,Marketing,Marketing - Item 117,Brandboost Agency,Supply Chain,24,7743.78,185850.72,Y,2023,1,Q1,45,0,2023-01,185850.72,0.0
PO-00245,2023-03-11,2023-03-29,2023-04-21,Raw Materials,Raw Materials - Item 818,Northstar Composites,R&D,19,3217.81,61138.39,Y,2023,3,Q1,41,0,2023-03,61138.39,0.0
PO-00246,2024-02-16,2024-03-02,2024-03-11,Raw Materials,Raw Materials - Item 500,Primechem Solutions,Finance,33,5058.75,166938.75,Y,2024,2,Q1,24,0,2024-02,166938.75,0.0
PO-00247,2023-03-09,2023-03-23,2023-03-27,MRO,MRO - Item 782,Mechsupply Ltd,Operations,28,223.08,6246.24,Y,2023,3,Q1,18,0,2023-03,6246.240000000001,9.094947017729282e-13
PO-00248,2023-06-29,2023-07-09,2023-07-30,Raw Materials,Raw Materials - Item 480,Globalmat Corp,Operations,34,2855.71,97094.14,N,2023,6,Q2,31,1,2023-06,97094.14,0.0
PO-00249,2023-05-10,2023-05-23,2023-05-29,Professional Services,Professional Services - Item 829,Financewise Advisory,Operations,22,15498.06,340957.32,N,2023,5,Q2,19,1,2023-05,340957.32,0.0
PO-00250,2023-03-20,2023-03-28,2023-05-10,Logistics,Logistics - Item 333,Swiftlogistics Group,Supply Chain,11,2320.19,25522.09,Y,2023,3,Q1,51,0,2023-03,25522.09,0.0
PO-00251,2024-06-05,2024-06-23,2024-06-22,Raw Materials,Raw Materials - Item 329,Steelcore Industries,Operations,10,1408.52,14085.2,Y,2024,6,Q2,17,0,2024-06,14085.2,0.0
PO-00252,2023-11-26,2023-12-08,2023-12-22,MRO,MRO - Item 923,Industrial Direct,Supply Chain,8,840.5,6724.0,Y,2023,11,Q4,26,0,2023-11,6724.0,0.0
PO-00253,2024-06-12,2024-06-28,2024-06-27,Marketing,Marketing - Item 305,Brandboost Agency,IT,20,5097.61,101952.2,Y,2024,6,Q2,15,0,2024-06,101952.2,0.0
PO-00254,2023-10-26,2023-11-07,2023-12-14,IT & Software,IT & Software - Item 254,Netsecure Pro,IT,32,12634.34,404298.88,Y,2023,10,Q4,49,0,2023-10,404298.88,0.0
PO-00255,2023-01-07,2023-01-24,2023-03-05,Office Supplies,Office Supplies - Item 969,Secureguard Systems,Finance,1,428.53,428.53,Y,2023,1,Q1,57,0,2023-01,428.53,0.0
PO-00256,2023-11-11,2023-11-29,2023-12-10,Raw Materials,Raw Materials - Item 817,Steelcore Industries,IT,10,3970.44,39704.4,Y,2023,11,Q4,29,0,2023-11,39704.4,0.0
PO-00257,2024-01-17,2024-01-26,2024-02-28,Logistics,Logistics - Item 342,Crossborder Express,IT,26,888.08,23090.08,Y,2024,1,Q1,42,0,2024-01,23090.08,0.0
PO-00258,2023-10-26,2023-11-04,2023-11-22,MRO,MRO - Item 898,Safeguard Equipment,Marketing,21,668.86,14046.06,N,2023,10,Q4,27,1,2023-10,14046.06,0.0
PO-00259,2023-04-22,2023-04-30,2023-05-23,Raw Materials,Raw Materials - Item 192,Alphametals Ltd,IT,50,1248.72,62436.0,Y,2023,4,Q2,31,0,2023-04,62436.0,0.0
PO-00260,2023-06-11,2023-06-28,2023-07-18,Professional Services,Professional Services - Item 625,Legaledge Associates,Sales,21,3535.58,74247.18,Y,2023,6,Q2,37,0,2023-06,74247.18,0.0
PO-00261,2023-02-20,2023-03-11,2023-03-13,IT & Software,IT & Software - Item 204,Infracloud Ltd,Operations,29,6783.17,196711.93,Y,2023,2,Q1,21,0,2023-02,196711.93,0.0
PO-00262,2023-05-24,2023-05-31,2023-07-19,Raw Materials,Raw Materials - Item 696,Globalmat Corp,Operations,26,2038.52,53001.52,Y,2023,5,Q2,56,0,2023-05,53001.52,0.0
PO-00263,2023-09-23,2023-10-01,2023-10-29,Office Supplies,Office Supplies - Item 143,Printmaster Co,Operations,9,58.89,530.01,Y,2023,9,Q3,36,0,2023-09,530.01,0.0
PO-00264,2024-04-17,2024-04-27,2024-05-15,Raw Materials,Raw Materials - Item 381,Alphametals Ltd,Marketing,25,4040.72,101018.0,Y,2024,4,Q2,28,0,2024-04,101018.0,0.0
PO-00265,2023-10-14,2023-10-21,2023-11-01,Logistics,Logistics - Item 386,Crossborder Express,Sales,32,3507.54,112241.28,N,2023,10,Q4,18,1,2023-10,112241.28,0.0
PO-00266,2024-01-28,2024-02-13,2024-03-28,Raw Materials,Raw Materials - Item 591,Eastcoast Polymers,HR,35,4408.28,154289.8,Y,2024,1,Q1,60,0,2024-01,154289.8,0.0
PO-00267,2024-05-11,2024-05-17,2024-06-12,MRO,MRO - Item 928,Industrial Direct,Finance,39,396.67,15470.13,Y,2024,5,Q2,32,0,2024-05,15470.130000000001,1.8189894035458565e-12
PO-00268,2024-04-28,2024-05-10,2024-05-16,Logistics,Logistics - Item 689,Quickship Ltd,R&D,43,2171.41,93370.63,Y,2024,4,Q2,18,0,2024-04,93370.62999999999,1.4551915228366852e-11
PO-00269,2024-02-02,2024-02-18,2024-02-18,MRO,MRO - Item 681,Precisionparts Co,Operations,48,1149.45,55173.6,Y,2024,2,Q1,16,0,2024-02,55173.600000000006,7.275957614183426e-12
PO-00270,2023-05-26,2023-06-07,2023-06-13,IT & Software,IT & Software - Item 716,Infracloud Ltd,Supply Chain,20,1986.83,39736.6,Y,2023,5,Q2,18,0,2023-05,39736.6,0.0
PO-00271,2023-08-13,2023-08-19,2023-09-17,Raw Materials,Raw Materials - Item 122,Alphametals Ltd,Sales,22,4145.43,91199.46,N,2023,8,Q3,35,1,2023-08,91199.46,0.0
PO-00272,2023-06-01,2023-06-09,2023-07-11,IT & Software,IT & Software - Item 444,Softedge Inc,Supply Chain,5,4947.5,24737.5,N,2023,6,Q2,40,1,2023-06,24737.5,0.0
